FUNCIÓN_DENOMINACIÓN,TIPO_URG,CENTRO_GESTOR,MES_1,MES_2,MES_3,MES_4,MES_5,MES_6,MES_7,MES_8,MES_9,MES_10,MES_11,MES_12
TURISMO,DELEGACIONES,DELEGACIÓN CUAUHTÉMOC,"94,588","222,266","1,764,129","2,393,212","3,279,051","3,893,029","4,487,935","5,259,546",0,0,0,0
TURISMO,DELEGACIONES,DELEGACIÓN MIGUEL HIDALGO,0,0,0,0,0,0,0,0,0,0,0,0
TURISMO,DELEGACIONES,DELEGACIÓN MILPA ALTA,0,0,0,0,0,"19,488","19,488","19,488",0,0,0,0
TURISMO,DELEGACIONES,DELEGACIÓN TLÁHUAC,0,"97,664","185,418","359,177","403,722","536,247","610,965","699,488",0,0,0,0
TURISMO,DELEGACIONES,DELEGACIÓN TLALPAN,0,0,0,0,0,0,0,0,0,0,0,0
TURISMO,DELEGACIONES,DELEGACIÓN XOCHIMILCO,"1,278,360","2,530,533","3,807,048","5,267,852","7,143,342","9,156,923","10,433,587","11,695,485",0,0,0,0
TURISMO,DEPENDENCIAS,SECRETARÍA DE DESARROLLO RURAL Y EQUIDAD PARA LAS COMUNIDADES DEL DISTRITO FEDERAL,0,"338,500","338,500","507,750","677,000","846,250","1,015,500","1,274,750",0,0,0,0
TURISMO,DEPENDENCIAS,SECRETARÍA DE TURISMO DEL DISTRITO FEDERAL,"5,615,430","10,766,855","17,945,111","22,368,044","30,977,876","36,203,767","42,591,801","49,065,888",0,0,0,0
TURISMO,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),FONDO MIXTO DE PROMOCIÓN TURÍSTICA DEL DISTRITO FEDERAL,"132,311","5,148,909","12,335,908","20,447,204","33,038,899","47,760,440","70,491,055","70,491,055",0,0,0,0
VIVIENDA Y SERVICIOS A LA COMUNIDAD,DELEGACIONES,DELEGACIÓN ÁLVARO OBREGÓN,"18,953,527","52,765,414","88,276,635","124,269,190","161,134,395","223,385,003","261,949,057","297,855,063",0,0,0,0
VIVIENDA Y SERVICIOS A LA COMUNIDAD,DELEGACIONES,DELEGACIÓN AZCAPOTZALCO,"15,758,018","36,857,650","56,803,135","77,273,900","101,282,506","122,127,660","142,395,907","165,799,217",0,0,0,0
VIVIENDA Y SERVICIOS A LA COMUNIDAD,DELEGACIONES,DELEGACIÓN BENITO JUÁREZ,"13,750,306","26,948,266","44,469,675","58,824,418","75,813,495","88,183,469","125,734,092","150,267,685",0,0,0,0
VIVIENDA Y SERVICIOS A LA COMUNIDAD,DELEGACIONES,DELEGACIÓN COYOACÁN,"20,117,029","68,782,451","115,718,761","159,384,322","206,974,127","334,788,397","407,921,835","497,671,192",0,0,0,0
VIVIENDA Y SERVICIOS A LA COMUNIDAD,DELEGACIONES,DELEGACIÓN CUAJIMALPA DE MORELOS,"18,427,357","43,814,674","66,429,582","91,166,782","118,063,955","152,611,165","174,763,565","202,949,866",0,0,0,0
VIVIENDA Y SERVICIOS A LA COMUNIDAD,DELEGACIONES,DELEGACIÓN CUAUHTÉMOC,"18,264,663","57,188,147","107,209,856","159,720,116","195,753,727","281,494,388","328,215,901","374,735,863",0,0,0,0
VIVIENDA Y SERVICIOS A LA COMUNIDAD,DELEGACIONES,DELEGACIÓN GUSTAVO A. MADERO,"61,276,460","150,060,160","250,232,753","354,184,868","444,688,048","585,063,316","697,386,532","806,153,718",0,0,0,0
VIVIENDA Y SERVICIOS A LA COMUNIDAD,DELEGACIONES,DELEGACIÓN IZTACALCO,"15,709,239","43,563,642","71,195,716","97,678,357","116,905,227","166,491,730","200,558,701","231,433,026",0,0,0,0
VIVIENDA Y SERVICIOS A LA COMUNIDAD,DELEGACIONES,DELEGACIÓN IZTAPALAPA,"52,254,912","153,429,413","254,854,372","374,462,589","509,684,456","725,175,152","912,285,552","1,085,529,057",0,0,0,0
VIVIENDA Y SERVICIOS A LA COMUNIDAD,DELEGACIONES,DELEGACIÓN LA MAGDALENA CONTRERAS,"11,429,318","33,147,475","49,594,715","64,137,705","81,892,932","108,105,335","127,868,566","156,828,188",0,0,0,0
VIVIENDA Y SERVICIOS A LA COMUNIDAD,DELEGACIONES,DELEGACIÓN MIGUEL HIDALGO,"9,043,783","25,551,642","46,200,189","60,592,184","85,902,125","104,672,052","118,899,556","149,932,951",0,0,0,0
VIVIENDA Y SERVICIOS A LA COMUNIDAD,DELEGACIONES,DELEGACIÓN MILPA ALTA,0,0,0,0,"1,207,426","1,712,431","4,928,270","5,582,232",0,0,0,0
VIVIENDA Y SERVICIOS A LA COMUNIDAD,DELEGACIONES,DELEGACIÓN TLÁHUAC,"5,492,997","12,720,426","29,902,899","47,409,273","70,283,578","86,560,181","107,845,568","124,822,066",0,0,0,0
VIVIENDA Y SERVICIOS A LA COMUNIDAD,DELEGACIONES,DELEGACIÓN TLALPAN,"444,080","917,045","10,342,133","22,526,428","37,294,768","51,364,747","67,323,298","79,974,350",0,0,0,0
VIVIENDA Y SERVICIOS A LA COMUNIDAD,DELEGACIONES,DELEGACIÓN VENUSTIANO CARRANZA,"16,544,081","54,479,819","89,208,596","125,482,677","146,927,804","221,616,143","264,732,347","321,388,753",0,0,0,0
VIVIENDA Y SERVICIOS A LA COMUNIDAD,DELEGACIONES,DELEGACIÓN XOCHIMILCO,"9,712,666","19,086,391","29,441,777","42,716,045","56,365,059","69,622,609","81,395,347","92,035,074",0,0,0,0
VIVIENDA Y SERVICIOS A LA COMUNIDAD,DEPENDENCIAS,SECRETARÍA DE DESARROLLO SOCIAL DEL DISTRITO FEDERAL,0,0,0,0,0,0,0,0,0,0,0,0
VIVIENDA Y SERVICIOS A LA COMUNIDAD,DEPENDENCIAS,SECRETARÍA DE DESARROLLO URBANO Y VIVIENDA DEL DISTRITO FEDERAL,"8,122,515","16,842,962","28,101,941","46,557,493","58,765,896","69,265,985","78,876,657","91,883,563",0,0,0,0
VIVIENDA Y SERVICIOS A LA COMUNIDAD,DEPENDENCIAS,SECRETARÍA DE FINANZAS DEL DISTRITO FEDERAL,0,0,0,0,0,0,0,0,0,0,0,0
VIVIENDA Y SERVICIOS A LA COMUNIDAD,DEPENDENCIAS,SECRETARÍA DE OBRAS Y SERVICIOS DEL DISTRITO FEDERAL,"30,025,589","60,948,355","207,767,779","325,619,749","556,743,748","841,980,611","1,017,598,397","1,212,183,517",0,0,0,0
VIVIENDA Y SERVICIOS A LA COMUNIDAD,DEPENDENCIAS,SECRETARÍA DE SALUD DEL DISTRITO FEDERAL,0,"140,658","172,052","197,977","197,977","197,977","6,744,096","8,330,913",0,0,0,0
VIVIENDA Y SERVICIOS A LA COMUNIDAD,DEPENDENCIAS,SECRETARÍA DE SEGURIDAD PÚBLICA DEL DISTRITO FEDERAL,0,0,0,0,0,0,0,0,0,0,0,0
VIVIENDA Y SERVICIOS A LA COMUNIDAD,ÓRGANOS DESCONCENTRADOS,AUTORIDAD DEL CENTRO HISTÓRICO,"2,288,662","4,795,084","15,131,766","33,017,636","46,725,776","55,458,873","57,477,615","59,678,882",0,0,0,0
VIVIENDA Y SERVICIOS A LA COMUNIDAD,ÓRGANOS DESCONCENTRADOS,AUTORIDAD DEL ESPACIO PÚBLICO DEL DISTRITO FEDERAL,0,"191,994","378,216","571,065","22,578,319","28,578,308","31,116,405","32,586,118",0,0,0,0
VIVIENDA Y SERVICIOS A LA COMUNIDAD,ÓRGANOS DESCONCENTRADOS,SISTEMA DE AGUAS DE LA CIUDAD DE MÉXICO,"194,117,523","535,252,610","904,348,254","1,406,244,431","1,827,882,291","2,202,511,705","2,737,443,842","3,137,862,340",0,0,0,0
VIVIENDA Y SERVICIOS A LA COMUNIDAD,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),CAJA DE PREVISIÓN DE LA POLICÍA PREVENTIVA DEL DISTRITO FEDERAL,0,0,0,0,0,0,0,0,0,0,0,0
VIVIENDA Y SERVICIOS A LA COMUNIDAD,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),CAJA DE PREVISIÓN PARA TRABAJADORES A LISTA DE RAYA DEL GOBIERNO DEL DISTRITO FEDERAL,0,0,0,0,0,"29,870,744","29,870,744","29,870,744",0,0,0,0
VIVIENDA Y SERVICIOS A LA COMUNIDAD,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),FIDEICOMISO CENTRO HISTÓRICO DE LA CIUDAD DE MÉXICO,"801,000","2,760,617","6,539,711","8,814,781","22,047,906","41,078,327","45,463,765","45,463,765",0,0,0,0
VIVIENDA Y SERVICIOS A LA COMUNIDAD,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),FIDEICOMISO DE RECUPERACIÓN CREDITICIA DEL DISTRITO FEDERAL,"2,532,271","6,161,443","10,176,103","13,917,116","17,835,188","22,328,203","25,863,339","25,863,339",0,0,0,0
VIVIENDA Y SERVICIOS A LA COMUNIDAD,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),INSTITUTO DE VIVIENDA DEL DISTRITO FEDERAL,"12,037,638","169,077,438","311,948,996","565,856,091","858,760,941","1,107,518,212","1,428,225,102","1,428,225,102",0,0,0,0
VIVIENDA Y SERVICIOS A LA COMUNIDAD,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),"PROCDMX, S.A. DE C.V.","766,912","1,959,105","3,365,790","4,678,411","5,870,483","6,986,712","7,910,702","7,910,702",0,0,0,0
VIVIENDA Y SERVICIOS A LA COMUNIDAD,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),PROCURADURÍA SOCIAL DEL DISTRITO FEDERAL,0,"2,074,396","4,092,355","5,182,035","5,182,035","11,259,732","14,095,644","14,095,644",0,0,0,0
VIVIENDA Y SERVICIOS A LA COMUNIDAD,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),SERVICIOS DE SALUD PÚBLICA DEL DISTRITO FEDERAL,0,0,0,"13,526,000","14,547,896","14,547,896","14,922,834","14,922,834",0,0,0,0
VIVIENDA Y SERVICIOS A LA COMUNIDAD,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),"SERVICIOS METROPOLITANOS, S.A. DE C.V.",0,"928,638","1,744,500","1,745,500","1,746,500","1,747,500","1,769,500","1,769,500",0,0,0,0
VIVIENDA Y SERVICIOS A LA COMUNIDAD,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA DEL DISTRITO FEDERAL,0,0,0,0,0,0,"515,809","515,809",0,0,0,0
